trade_id,account_id,trade_date,trade_time_cst,side,symbol,name,price,quantity,gross_amount,fees,net_cash_change,reason,source_run_id,created_at_utc
DB-20260813-001,dongbo,2026-08-13,15:00,BUY,600036,招商银行,38.77,2500,96925.00,29.08,-96954.08,集中接近满仓买入低估值银行并长期持有,historical-restoration-20260829,2026-08-13T07:00:00Z
